source,time,person,location,organization,miscellaneous
factcheck,2008-06-20T00:00:00,pacs|massie|john mccain|summary obama|barack obama,center|iraq,republican national committee|crp. obama|pac|brooks jackson Â  sources ritsch|democratic national committee|crp|lame excuse Â  however|rnc|obama puts lobbyists|responsive politics web|responsive politics,watergate
factcheck,2008-07-31T00:00:00,viveca novak|pindyck|john mccain|darmstadter|bob pindyck|summary obama|joel darmstadter|road|lori robertson|barack obama,persian gulf,energy information administration|rocky mountain institute|massachusetts institute of technology|good jobs & energy independence|apollo alliance|pentagon|new energy|apollo jobs report|national petroleum council|few decades|department of energy|future|hard truths about energy|sloan school of management|center for strategic and international studies,low road|mccain â€™s|basic petroleum statistics
factcheck,2008-07-30T00:00:00,hilton|joe lieberman|joe miller update|paris hilton|summary mccain|spears|brian rogers|carlos guerra|rogers|eric roston|roston|barack obama|guerra|tommy vietor|john mccain|are hott|carlos|britney spears,san antonio|hollywood|web,breaking our dependence|britney tops poll|climate stewardship act|nicholas institute for environmental policy solutions|false claims|associated press|worst celebrity role models,lexington project
factcheck,2008-07-28T00:00:00,hugo chavez|castro|brian rogers|raul|george bush|barack obama|sam|fidel castro|raul castro|fidel|john mccain|thomas|gore sources castro,iran|americas|north korea|miami|web|cuba,mccain web|granma internacional web|mccain campaign running obama-castro ad|national public radio vox politics|granma|cuban american national foundation|reuters|fox news|google ad,cuban|cuban revolution|u.s. leadership
factcheck,2008-07-28T00:00:00,reed|michael j. durant|robert gibbs|finnegan|jonathan scott gration|when obama|peter spiegel|geoff morrell|barack obama|jim|jack reed|chuck hagel|michael finnegan|gration|walter reed|michael|morrell|john mccain|read blog|hagel|gibbs,landstuhl|afghanistan|baghdad|iraq|rhode island|germany|kuwait|nebraska|middle east|landstuhl regional medical center,defense|cbs|department of defense|[ department of defense|ramstein|brooks jackson sources|secret service|retired air force|medical center|landstuhl controversy|gym ?|armed forces|pentagon|emi kolawole|air force|los angeles times|associated press,european|senator obama
factcheck,2008-07-25T00:00:00,dowd|hillary clinton|bill|maureen dowd|maureen|angie drobnic holan|jess henig sources adair|bill clinton,iran|web|saudi arabia|middle east,new york times|internet|lady !,middle eastern
factcheck,2008-07-25T00:00:00,rumi nielson-green|did obama|jeffrey s. porter|meek|porter battle captain|jeffrey|porter|james gordon meek|barack obama,army|bagram|bagram afghanistan|kabul|bagram airfield|afghanistan|camp eggers|kuwait,ny daily news|department of defense|tf wasatch|the mouth|new york daily news|pentagon|daily news|task force wasatch|war zone â€™|emi kolawole|combined security transition command|youtube|nba basketball players|associated press|utah army national guard|army national guard|new york â€™s daily news|the news|dallas cowboy cheer,soldiers|afghan|senators|major general|potomac
factcheck,2008-07-24T00:00:00,tamar|sonfield|murray|planning perspectives|rachel benson gold|viagra|carly fiorina|adam sonfield|patty murray|hillary clinton|jess henig|adam|michael|john mccain|sarah|weight-loss meds,wisconsin|iowa|minnesota|ohio|colorado|d.c.|new mexico,guttmacher institute|union pacific railroad|private health insurance plans|u.s. judge asserts need|planned parenthood|planned parenthood action fund|drive for contraceptive coverage|new york times|court says health coverage may bar birth control pills|pfizer|civil rights act|coverage of contraception|sexual health benefits|wall street journal health blog|washington post|summary planned parenthood|pregnancy discrimination act|guttmacher|health affairs|public policy associate|guttmacher report|sexist health care|equal employment opportunity commission|more viagra coverage,mercer|simple question|new study documents major strides
factcheck,2008-07-22T00:00:00,joe lieberman|dick cheney|webb|jim webb|viveca novak|hubert humphrey|lieberman|tim pawlenty|glen|john edwards|kerry|now focuses|muskie|john kerry|george bush|al gore|bill clinton|barack obama|james|gore|john mccain|edmund muskie|early knack|pawlenty,wisconsin|minnesota|maine|connecticut|wyoming|texas|virginia|north carolina,u.s. news & world report|new york observer|dems|lone star|no longer vp candidate|fast track|vp nominee|boston globe|u.s. national archives and records administration,u.s. electoral college|southern|jewish
factcheck,2008-07-22T00:00:00,presidential veto|john mccain|relations committee|barack obama,iowa|nevada|afghanistan|arizona|iraq|new hampshire|south carolina,abc|roll call vote|u.s. congress|federal news service|brooks jackson sources office|senator mccain statement|armed services committee|demand changed course|senate armed services committee|obama votes|senate foreign relations committee|los angeles times|house-senate|troop funding|government printing office|armed services|vote|european affairs|pentagon|roll call vote no.|session|senate committee|troop funding within,midwestern|against funding our troops|new tv|senate democrats
factcheck,2008-08-29T00:00:00,temple|barry|john|â€œ lawrence|ann dunham|john temple|joe miller|barack obama,arabic|indonesia|arabia|honolulu|kenya|colonies|united kingdom|hawaii|hope,rocky mountain news|british nationality act|kenyan constitution|aug.|part ii|best spoken word albums|entered harvard law school|ukc|atlanta journal constitution full|gaffe ripples across web|nationality act|chapter vi|story of race|rocky mountain news staff|internet movie database|internet|constitution|new statesman,american dream|harvard law review|african|british|kenyan
factcheck,2008-08-29T00:00:00,brian deese|viveca novak|gore sources|economic advisors|jess henig|tommy vietor|emi kolawole|brooks jackson|howard|senator mccain|income percentile|humor obama|george bush|justin bank|rick warren|len|joe biden|distribution|barack obama|joe miller|roberton williams|burman|john mccain|senator obama|lori robertson,pakistan|mile high|kabul|peter|afghanistan|denver|saddleback church|iraq,tax policy center|cost of obama|congressional quarterly|party hearties obama|los angeles times|obama â€™s|and obama|congressional budget office|cash income percentile|federal tax change|afghan muddle obama|not quite every dime obama|tax spin obama|mean it obama|presidential candidates â€™ tax plans|tpc|nato|tax proposals|laughter|no payroll surtax|health care half truths obama|economic advisers â€™ version,qaeda|pakistani|afghan|saddleback presidential candidates forum
factcheck,2008-08-27T00:00:00,bill bradley|justin bank sources|clark|hugo chavez|graham clark|barack obama|fidel castro|hitler|billy graham|bill brown|tax|john mccain|mahmoud ahmadinejad|kim jung,colleges|interview|adolph hitler|iraq|country,capital gains tax|privatize social security|obama tidal wave|democratic party|tax policy center|world wide pictures|guantanamo|alternative minimum tax|billy graham evangelistic association|presidential candidates â€™ tax plans|patriot act|supreme court,muslim|death ' tax|internet|social security
factcheck,2008-08-27T00:00:00,tiny|terrorism|viveca novak|summary mccain|john mccain|aaron,oregon|venezuela|iran|announcer|web|berlin wall|capabilities|israel|statistical centre|soviet union|cuba,nuclear intentions|nie|national intelligence council|international atomic energy agency|population data sheet|population reference bureau|radical islamic|natural resources defense council|national intelligence estimate|nuclear data|day|ads are barely broadcast|wall street journal|american israel public affairs committee|population,democratic national convention|iranian|holocaust
factcheck,2008-08-26T00:00:00,did obama|christian|barack|sean hannity|barack obama|nation|buddhists|buddists â€_|christian nation|keynote address|hannity,christians|calif.|texas|web|ontario|editor|d.c.|renewal|jews,fox|california letter|fox news|ask factcheck|brooks jackson sources obama|ninth commandment|hindus|texas letter|san angelo|youtube|inland valley daily bulletin,muslim|hindu|democratic national convention|jewish|buddhist|internet
factcheck,2008-08-25T00:00:00,supporting infanticide|assembly|david brody|jess henig|willeford|tommy vietor|unravel after|stanek|protestants|cindy davidsmeyer|held|sine die|jill stanek|william j. bennett|douglas johnson|bennet â€™s|keyes|outrageous lies|wade|barack obama|alan keyes|brody|jill|douglas|patty schuh|brock willeford|johnson|president bush|different effect|roe,illinois|evangelicals|web|health|constitution,baipa|illinois senate republicans|abortion survivors continues|Â  amendment|federal legislation he supported|same words|inaccurate claim that il|illinois senate democrats|health and human services committee|senate bill|human services|truth behind false|national right to life committee|hhs committee|illinois general assembly committee|u.s. senate|nrlc|christian broadcasting network|supreme court â€™s roe|born alive â€™ legislation obama opposed was|life committee|national right|illinois and federal born alive infant protection acts did not include exactly the same language|born alive â€™ legislation|cnn|born alive infant protections act|sb|senate committee action report|public law|roe v. wade,born alive infants protection act
factcheck,2008-08-22T00:00:00,hill|reed|christian|jack|Â  holmes|lobbyist|jack abramoff|should mccain|justin bank|an obama|susan|both abramoff|barack obama|james v.|when mccain|ralph reed|committee|terry|christian coalition|john mccain|highlight mccain|over mccain|aaron|grimaldi|michael scanlon|scanlon|schmidt,abramoff|texas|louisiana|georgia|alabama|atlanta|elizabeth|mississippi,new york sun|abramoff pleads guilty|grand casino|mississippi band of choctaw indians|brooks jackson sources frieden|atlanta journal constitution|senate indian affairs committee|abramoff hearings the|testify about lawmakers in corruption probe|mccain cites possible fraud|casino lobbyist|washington post|silver star|century strategy|counts lobbyist|the hill|the washington post|fundraising Â  the|wall street journal|panel says abramoff laundered tribal funds|mississippi band,christians|tribal lobbying|choctaw indians|aug.|indian affairs|indian|coushatta
factcheck,2008-08-22T00:00:00,ray|rezko|allison davis|from obama|barack|joseph duffy|joe miller|barack obama|tony rezko|david jackson|cindy|michelle obama|john mccain|senator obama|rita,chicago,mayor daley opens cottage view terrace|mayor â€™s office|chicago sun-times|sun-times|sun-times staff|chicago tribune|sun-times interview|gore sources gibson|tv|rezko sells lot next|gop|cottage view terrace,rezkos|obamas|housing problem|obamas â€™
factcheck,2008-08-21T00:00:00,one day|michael scammell|veronis|melany ethridge|charles w.|ethridge|jesus christ|john|called out|luke|charles|billy graham|one christmas|richard nixon|nixon|alexander solzhenitsyn|fathers|archipelago|mark salter|charles colson|solzhenitsyn|story many|bud day|alexander|luke veronis|scammell|jesse helms|aleksandr i.|did mccain|graham|john mccain|colson|day|ivan denisovitch,solzhenitsyn â€™s|stockholm|nobel|california|vietnam|soviet gulags|siberia|russia|moscow|saddleback church|dirt|virginia beach|va.,"and solzhenitsyn|pow|new republican majority|aug.|billy graham evangelistic association|san diego stadium|columbia university|e.p. dutton & co|emi kolawole sources veronis|center archives|life|my fathers|controversy the internet|university , sept.|random house|ivan denisovich|texas tech|cross",christians|christian|new year â€™s|greek|christmas|loving god|vietnamese|solzhenitsyn files|soviet|gulag archipelago|internet|christmas day|new years|faith of my fathers
factcheck,2008-08-21T00:00:00,kurt tsue|alvin t. onaka|shauna daly|jerome corsi|fukino|joe miller alvin t. onaka|corsi|barack obama|alvin onaka|jess henig|steve doocy|amy|dan|doocy|kurt,says shauna|honolulu|u.s.a. update|web|chicago|hawaii,final chapter|aug.|fox news|update nov.|health|u.s. passport|state department|hawaii state department of health|â€œ certificate of live birth|birth certificate|chiyome fukino|constitution â€™s|hawaii department of health|obama â€™s|honolulu advertiser|associated press|certified copy of birth record|joe miller sources united states department of state|doh|hawaii â€™s department of health|internet questioning obama,african|senator obama|internet
factcheck,2008-09-30T00:00:00,charlie gibson|gibson|viveca novak|bob drogin|mike|sarah palin|paid|george w. bush|maddy|science debate|reassure conservatives|jody montgomery|for maddy|senator mccain|hill|montgomery|george bush|jeffrey|nancy reagan|barack obama|mike castle|john mccain|castle|stem|religious,mccain-palin|ohio|alaska|web,sources california republican debate transcript|msnbc republican|democratic candidates try|mccain seeks|nov.|los angeles times|abc news|stem cell backers doubt mccain â€™s support|mccain statement|stem cell research|obama-biden|reach religious voters|republican national committee|pittsburgh tribune-review|mccain / rnc|c-span video library|peter|alaska gubernatorial debate|parkinson â€™s and alzheimer â€™s|cure lame back-up disease|republican platform|moral concerns of advanced technology|msnbc,christian|stem cell|nobel|rnc|stem cell response
factcheck,2008-09-30T00:00:00,coal|david wade|john mccain|biden|barack|lori robertson update|joe biden|wade|coal projects|abraham announces|barack obama,maumee|illinois|ohio|colorado|delaware|virginia|pennsylvania|china,republican national committee|energy information administration|democratic national committee|electric utilities|deploy clean coal technology|electric power research institute|web|new york|new york times|u.s. department of energy|mccain-palin|new energy|u.s. senator|senator biden|department of energy|times|and obama|detroit economic club|lexington project|power plant|u.s. senate|energy source,democratic national convention|future|obama-biden|clean coal|push
factcheck,2008-09-29T00:00:00,hillary clinton|biden|george bush|joe biden|barack obama,iraq,â€œ promise|gop,republican-backed
factcheck,2008-09-27T00:00:00,qaeda|summary mccain|quitter mccain|mike mullen|under mccain|sarah palin|brooks jackson|katie couric|kissinger|senator mccain|earmarks down|jim lehrer|exaggerated obama|henry kissinger|rudy giuliani|fiscal year|senator obama|adair|richard f.|leslie|â€˜ yeah|bill|tax brackets|john|frank sesno|dana perino|admiral mullen|naive|tiff obama|recipients obama|jess henig|mullen|ike was|crude oil|chris wallace|lionel|justin bank|wallace|joe biden|barack obama|ronald reagan|eisenhower|michael|dwight d. eisenhower|john mccain|couric|lori robertson|charges mccain,europe|u.s. house|pakistan|montana|oxford|normandy|iran|canada|mexico|afghanistan|georgia|web|new york|lebanon|iraq|russia|beirut|yucca mountain|gao|act|middle east,war powers act|citizens against government waste|joint chiefs|islamic revolutionary guard corps|defense department|against alternative energy obama|sept.|marines|new york times|national defense authorization act|senate foreign relations committee|u.k.|eads|joint chiefs of staff chairman admiral|the boeing company|commission|boeing boasts mccain|university of mississippi|aerial refueling tanker protest|u.s. energy information administration|fox news|boeing battle boomerangs|defense issues|did kissinger back obama|european affairs|airbus|nato|u.k. obama|overseas deployments|pbs|joe miller sources|still soft|subcommittee|audit says tanker deal is flawed|staff chairman admiral|gop|irgc|eads / airbus|center for responsive politics|state department and international programs|tax policy center|global energy leader|congressional research service|army|health care hyperbole obama|u.s. military forces|emi kolawole|dna|boeing|dates wrong|republican guard|u.s. senate|government accountability office|bid protest decision resolving|presidential debates|u.s. geological survey|funding cutoffs since|cnn|common sense|cbs news|boeing boomerangs|forbers magazine|senator kyl,marine|iranian|kyl-lieberman|major u.s. wars|iraqis|u.s. imports|presidential|politifact|navy|republican national convention|d-day
factcheck,2008-09-26T00:00:00,raul castro|sarah palin|anwar sadat|hugo chavez|sentinel|condoleezza rice|chavez|ronald reagan,iran|north korea|latin america|geneva|web|israel|soviet union|colombia|venezuela|florida|syria|cuba,kansas city star|oval office|farc|orlando sentinel,mccain-palin|venezuelan|cuban|spanish|floridians|anti-american|english
factcheck,2008-09-26T00:00:00,kelli hopp-michlosky|corning|joe biden|joel slemrod|barack obama|hopp-michlosky|quiet death|christian weller|hillary clinton|john mccain|john kerry,pennsylvania|china,wetm|justin bank sources|talking points memo|nbc|tv format dying slow|center for american progress|brookings institution|tv plant|obama-biden|university of michigan|corning inc.,democratic primary|bush narrator|shaky economy|democratic-leaning
factcheck,2008-10-31T00:00:00,shaw|greg shaw|viveca novak|bill ayers|under mccain|sarah palin|joe|financial crisis|paseur|phil gramm|please yes|trade trickery|election day|mohammed atta|analysis remember|bill clinton|barack obama|targets obama|true story|john mccain|elizabeth dole|plumber|atta|ayers|team obama|joe the plumber,wisconsin|dixie|illinois|california|pennsylvania|web|alabama|iraq|north carolina|d.c.|chicago|china,freddie mac|celling mccain short any|stem cell spinning|chicago annenberg challenge|factchecking debate no.|weather underground|chicago citizen|tax hooey|center for individual rights|rightchange.com|economic crisis|mccain â€™s|alabama state bar|the rifle association|mccain tv|blame someone|debate no.|health care spin|and there â€™s more|republican national committee|fannie mae|let freedom ring|democrat deborah bell paseur|false medicare claim|association of community organizations for reform now|votevets.org|health care hardball understanding|social security|still false|supreme court|acorn|war weather underground|court fight|republican party|national republican trust pac|national rifle association,whoppers â€ù|weatherman|man cometh since|medicare|medicaid
factcheck,2008-10-30T00:00:00,assuming extension|barack|robert deposada|jason furman|vaquera|barack obama|pero|deposada|leonard e.|furman|andy vaquera|sources strausberg|joe|billy ocasio|john mccain|ocasio|lori robertson,iowa|illinois|peru|columbia|mexico|â€œ city|colorado|pennsylvania|new mexico|risk|colombia|springfield|mÃ©xico|florida|nevada|centroamÃ©rica|chicago|africa|central america|taxes,obama fuzzy|tax policy center|chicago defender|more taxing ads|second amendment|blacks|healthy america|arizona republican|council|council on foreign relations|congreso|statutory marginal tax rate|journal|reform ad|senado|reform|abc news|tax plans|wall street journal|illinois legislature|democratic national committee|como|congressional|north american free trade agreement|foreign relations|tax units|tet ] latinos|supreme court|reforma|small business â€™ exemption|latino coalition|latinos|chinta|national rifle association|tet|nra â€™s,african-american|spanish|spanish-language|republican-led|english-language|hispanic|caucasian|african american|mccain-palin|latino|tv|amt patch|presidential candidates|english
factcheck,2008-10-30T00:00:00,norm coleman|Â  woerner|kanjorski|coleman|lou barletta|jim esch|david boswell|roger wicker|justin bank|george bush|jennifer crider|barack obama|crider|wicker|paul kanjorski|esch|terry|john mccain|henry j.|timothy|david|investing many|lee terry,macomb|louisiana|pennsylvania|wall street|mississippi|kentucky|center|minnesota|ohio|arizona|barletta|nebraska,strengthen social security|false accusation|mississippi dscc|allentown|standard attack line Â  typical|project vote smart|creating personal weath|democratic senatorial campaign committee|brooks jackson sources|strengthening social security|republican house|president bush â€™s commission|democratic congressional campaign committee|allentown morning call|when barletta|louisiana senate|morning call|dccc|enterprise journal|social security|whose side|thrift savings plan|scranton times-tribune|barletta social security|president bush|omaha world herald|president â€™s commission|responsive politics,false attacks over|political courage test
factcheck,2008-11-26T00:00:00,earl wesley berry|dems|viveca novak|sources eggert|fish|jeffrey keith havard|diaz|cliff taylor|taylor|nolan|anita|berry|madison watson|jones|judge|mitchell|judge hathaway|siesta time|sleeping beauty|jo ann campbell|campbell|mitchell interactive|havard|terry l.|juanita fish|geoffrey fieger|mike gableman|diane hathaway|hathaway|louis butler|pierce|lee|committee|bryan kolberg|oliver diaz|kolberg|david|todd berg|fieger|judge taylor|chloe britt,dixie|michigan|wisconsin|florida|beach|alabama|appeals|detroit|badger state|mississippi,mississippi muck down|judicial election campaign intervention|justice diaz|justice|detroit news|mississippi supreme court justice oliver|michigan government television|court of appeals|michigan gop justice|dems run negative ad|justice taylor|â€_ announcer|michigan lawyers ' weekly|nov.|dna|chief justice|associated press|michigan democratic state central committee|special committee|u.s. supreme court|law enforcement alliance of america|mississippi supreme court|supreme court justice diaz|michigan lawyers weekly|michigan democratic state central committee ad|supreme court|biloxi sun herald|michigan chronicle|missippi department of corrections|democratic party|chief justice taylor|gop|michigan supreme court justices|brennan center for justice|detroit free press|national rifle association|tet|code of judicial conduct|state supreme court|the dec.,hathaway unqualified|state|protect our families|virginia-based
factcheck,2008-11-26T00:00:00,pelosi|heinz|paul pelosi|faleomavaega|eni faleomavaega|even deeper|nancy pelosi|inouye agrees|jess henig sources stouffer|nancy,american samoa|pittsburgh|wikipedia|samoa|san francisco,washington times|starkist|house district|national food processors association pac|del monte|starkist tuna|bush administration|threats regarding minimum wage|star kist|rick|newsbusters|Â  dongwon industries|house democrats|offer amendment regarding minimum wage|favortism stripped|associated press|tax relief and health care act|del monte foods,samoan|south korean|american samoan|major contributor
factcheck,2008-11-25T00:00:00,lawrence|viele|chambliss|don|big coffers|watch|suter|tom murphy|democrat martin|alexander|jim martin|patrick suter|van natta|kathey|james|martin|bobby parham|zell miller|larry walker|sandra|lori robertson update|miller|pierre howard|becky|terry coleman,georgia house|florida|georgia|georgia senate|atlanta,domestic abuse|new york times|national republican senatorial committee|dec.|georgia legal services|rising voice lift|georgia house journal|drugs near school|factcheck wire|atlanta journal-constitution|peach state piffle|nrsc|new conservative group|selective vote|freedom â€™s watch|ajc|committee|republican national senatorial committee|dui|republican party|house democrats and republicans|florida times-union|d-bremen,pro-republican|wire|bad guys|georgians
factcheck,2008-11-24T00:00:00,patty murray|webb|jim webb|dianne feinstein|ronald lampard|feinstein|michael e. ruane|maria cantwell|howard gantman|inaugural ceremonies|asks sites,pennsylvania avenue|web|virginia|d.c.,ebay inc.|washington post|sell inaugural tickets|associated press|gore sources inaugural tickets|wall street journal|joint congressional committee,capitol|mall
factcheck,2008-11-21T00:00:00,small-business baloney|michelle hitt grasso|chambliss|bill|brian|saxby chambliss|jim martin|saxby|barack obama|james|guinevere|wilma|martin|zell miller|augusta chronicle|rita|david|lori robertson sources nell|president bush|christopher|miller|biggest cut,georgia house|georgia|web|wall street|atlanta|constitution|georgia legislature|hurricanes katrina,heritage foundation|feb.|tax policy center|new york times|democratic senatorial campaign committee|revive|u.s. small business administration|georgia house journal|atlanta journal-constitution|tax hike could doom democrats â€™ dynasty|u.s. senate|bankruptcy reform bites back|tax will be raised|tax justice|s.|business week|georgia dept. of human resources|penny april|summary georgia|atlanta journal|expenses approved governor signs bill giving state legislators more money after axing accompanying property tax cut|senate democrats start push|tax|a.l.|child tax credit expansion|mccain tax plans will affect america â€™s small businesses|yet more tax trickery,feb. 13|republican-backed|georgians
factcheck,2008-11-19T00:00:00,harry reid|ham|jon ham|rush|rush limbaugh|george miller|john locke institute|sources mcmahan|ghilarducci|investment news|mcdermott|limbaugh|karen|nancy pelosi|teresa ghilarducci|jim mcdermott|miller|teresa,u.s. house|gras|california|web|new york city|raleigh|n.c.,democrats destroyed your|face of america â€™s credit crises|guaranteed retirement accounts|john locke foundation|house education and labor committee|new york times|dow jones industrial average|brooks jackson update|carolina journal|oct.|wall street journal|social research|dems target private retirement accounts|the wall street journal|new school|short term|north carolina journal|guaranteed retirement account|long term solutions|ways and means committee|labor|ira|individual retirement accounts|house committee on education,gra|s. correction
factcheck,2008-11-17T00:00:00,ted stevens|jack|ted bromley|mark begich|john adams|stevens|i. maskell|christopher|matthew lyon|lyon|begich,connecticut|texas|alaska|state,felony conviction|legislative research|emi kolawole sources u.s. constitution|constitution â€™s inhabitancy qualification|congressional candidacy|voter registration|federal office holders the constitution|congressional research service,u.s. congress|constitution
factcheck,2008-11-14T00:00:00,update|bill|mears|williams|richard williams|barack obama|v. cunningham|judge|john mccain|sources lewis|judge richard|gore update,richmond times-dispatch|virginia,u.s. justice department|bob|dec.|u.s. department of justice|justice department|associated press|state board of elections|election day,presidential election
factcheck,2008-11-11T00:00:00,is obama|broun|paul broun|ben|barack obama,gulag|colorado springs|nazi germany|colorado|georgia|web|soviet union,usa freedom corps|â€œ gestapo â€ù|nazi brownshirts|peace corps|nov.|foreign service|associated press|brooks jackson sources evans|cq transcriptions,marxist|gestapo-like
factcheck,2008-12-29T00:00:00,tax|charles schumer|news release|stephen l. johnson,texas|new york,new york farm bureau|american farm bureau federation|clean air act|tax livestock gas and flatulence|epa regulation could lead|associated press|ghg|brooks jackson sources american farm bureau federation|epa|palestine herald-press|farm bureau|livestock|supreme court,epa proposes cow tax|cow tax
factcheck,2008-12-28T00:00:00,pelosi|jake|eric sharman|house sergeant|tony snow|hastert|herb mcconnell|brendan daly|blunt|dennis hastert|tapper|sharman|jess henig sources|livingood|bill livingood|jake tapper|Â  epstein|snow|nancy pelosi|tom|roy blunt|edward|daly|ford,pentagon|lincoln|illinois|california|the pentagon|d.c.|san francisco,newt gingrich-led house|detroit news|department of defense|speaker|gulfstream iv|web|plane false|san francisco chronicle|big three u.s.|pelosi catches nonstop flights home|judicial watch|gulfstream iii|washington post|military aircraft|andrews air force base|air force|abc news|pentagon rejects|boeing|factcheck wire|the democratic house,judicial watch-released|c-32|airlift
factcheck,2008-12-26T00:00:00,pelosi|senators mcconnell|bunning|john mccain|nancy pelosi|david wyss|dennis hastert|broun|paul broun|ford|barack obama,american samoa|new year|georgia|wall street|raleigh|soviet union|main street|kentucky|minnesota|nazi germany|d.c.|detroit|n.c.,national annenberg election survey|del monte|democrats get your retirement|peace corps|campaign media analysis group|tns media intelligence|john locke foundation|environmental protection agency|standard & poor|toyota|america 's auto dealers|dec.|nov.|carolina journal|foreign service|obama get your gun|auto dealers ad|big three|gulfstream iii|general motors|gm|chrysler|honda|ira|tv|our disinformed electorate|united auto workers|million jobs,uaw|not bankers|ask factcheck|wikipedia|medicare|analysis|hot topics|gestapo-like|internet|week
factcheck,2008-12-24T00:00:00,center|kristin ; menk|scott|mark zandi|debra maranger|david ;|mulally|david wyss|ron gettelfinger|robert e.|alan r. mulally|wyss|ford|sean ;,michigan|gm|detroit,"car|michigan-based center|epi|ford motor co.|brooks jackson sources|toyota|alliance of automobile manufacturers|cole|sources the|detroit three|u.s. senate banking committee|automotive research , nov.|standard & poor â€™s|economic policy institute|general motors|business group|chrysler|honda|senate banking committee|bloomberg tv|detroit three automakers|automotive research|united auto workers",north american|big three
factcheck,2008-12-18T00:00:00,ning|himmelstein|david u. himmelstein|gail heriot|steffie woolhandler|joe biden|deborah thorne|barack obama|jeff morris|lori robertson sources|elizabeth warren|heriot|david|tom daschle|daschle,davis|illinois|california|texas|tennessee|delaware|pennsylvania,consumer bankruptcy decision|kaiser family foundation|journal of finance|national review|robert l. sartain|ian|feb.|abt associates|abi|only cause|university of san diego|gail|personal bankruptcy|pennsylvania state university|ap|department of health and human services|health affairs|bankruptcy|associated press|university of california|hhs|american bankruptcy institute|harvard kennedy school,harvard
factcheck,2008-12-12T00:00:00,saddam hussein|kathleen hall jamieson|brooks jackson|john mccain|barack obama,japan|iraq|south korea,princeton survey research associates international|kerry|annenberg public policy center|house of representatives|university of pennsylvania|social security|supreme court,muslim|appc|medicare
factcheck,2008-12-11T00:00:00,sorkin|viveca novak|spencer bachus|kristin dziczek|andrew ross|bridge loan|leonhardt|keith olbermann|james|andrew ross sorkin|joe miller sources|david|david leonhardt|ford,georgetown|center|gm|web|detroit,the ford|heritage foundation|uaw|veba|new york times|labor costs|wages|toyota|alabama republican|house financial services committee|agricultural implement workers|aerospace|big two|labor costs aren|the heritage foundation|ppt|general motors|chrysler|united automobile|financial condition|wages earned the|american automobile industry|congressional submission appendix|auto bailout ignores excessive labor costs|automotive research|united auto workers|daimler chrysler|detroit free press|international union,japanese
factcheck,2008-12-10T00:00:00,barack obama,vernon park church|web|chicago,treasury dept.|public debt â€”|ask factcheck|congressional budget office,vpc fund raiser
factcheck,2009-01-29T00:00:00,harry reid|ted stevens|thomas edward|robert dion|judy wallman|remus reid|tipper gore|al gore|stephane dion|jess henig|black jack|hillary clinton|gore|reid|gunther gore|remus rodham|ketchum|remus stevens|remus|tipper|judy,nevada|montana territory|montana|california|alaska|new mexico,montana territorial prison|spin|montana flyer|Â |pinkerton detective agency,canadian
factcheck,2009-01-28T00:00:00,joe friedberg|norm coleman|bob von sternberg|amy klobuchar|kevin duchschere|rachel e.|cindy reichert|coleman|mark brunswick|mike|tim pawlenty|edward cleary|ritchie|brunswick|pat|g. barry anderson|doyle|al franken|mike kaszuba|kathleen gearin|barry anderson|election day|duchschere|fritz knaak|mark|sources doyle|kaszuba|precinct|franken|eric magnuson|mark ritchie|david|jesse ventura|cleary|pawlenty|gore update,minnesota|minneapolis,justice|jan.|state canvassing board|allocation of ballots|state ritchie Â |pioneer press|kevin|minneapolis ward|associate justice alan c. page|independence party|chief justice|election night|justice page|minnesota supreme court|associated press|factcheck wire|wall street journal|st. paul pioneer press|minneapolis star tribune|ramsey county assistant chief judge|canvassing board|votes counted twice|associate justice|minnesota state canvassing board|one canvassing board|supreme court|minn. senate|ramsey county chief judge|star tribune|franken opens,minn. senate race|stassen-berger|brauer|u.s. senate
factcheck,2009-01-27T00:00:00,did obama|ball|jess henig correction|biden|earnest|joe biden|dan wheeler|eisenhower|huffington post|josh earnest|craig roberts|wheeler,arlington|national building museum|illinois|arts|smithsonian national postal museum|harman center|pennsylvania|delaware|renaissance mayflower hotel|commander|union station|washington hilton|africa|hawaii|chief,heroes|the salute|neighborhood inaugural ball|inaugural peace ball|crystal gateway marriott|mandarin oriental hotel|marriott wardman park hotel|heroes inaugural banquet & ball|recording industry association of america â€™s|american legion|american legion national adjutant|southern inaugural ball|feeding america|creative coalition inaugural ball|fairmont hotel|eastern inaugural ball|vice president|presidential inaugural committee|american music inaugural ball|legion|human rights campaign|inaugural ball|national adjutant|biden home states|national guard armory|american legion â€™s salute|inaugural purple ball|medal of honor|pic|capitol hilton|armed forces|salute|western inaugural ball|youth inaugural ball|midwest inaugural ball|washington convention center|congressional black caucus inaugural ball|heroes inaugural ball|obama home states|impact film fund,inaugural balls|potomac|inaugural
